dataset,year,treatment,tiller,N,Nmax,lmax,wmax,w(0),w(0.02),w(0.04),w(0.06),w(0.08),w(0.1),w(0.12),w(0.14),w(0.16),w(0.18),w(0.2),w(0.22),w(0.24),w(0.26),w(0.28),w(0.3),w(0.32),w(0.34),w(0.36),w(0.38),w(0.4),w(0.42),w(0.44),w(0.46),w(0.48),w(0.5),w(0.52),w(0.54),w(0.56),w(0.58),w(0.6),w(0.62),w(0.64),w(0.66),w(0.68),w(0.7),w(0.72),w(0.74),w(0.76),w(0.78),w(0.8),w(0.82),w(0.84),w(0.86),w(0.88),w(0.9),w(0.92),w(0.94),w(0.96),w(0.98),w(1)
Maize,2004,3,0,3,19,12.93,1.4918,0,0.09,0.17,0.23803,0.30489,0.34,0.37221,0.45667,0.49363,0.52741,0.6,0.63379,0.65,0.67333,0.69,0.7208,0.74,0.7678,0.81669,0.82667,0.85333,0.86193,0.85667,0.83,0.87827,0.92,0.92,0.9564,0.92,0.90333,0.95227,0.98852,1,0.99333,0.97,0.97,0.94,0.90333,0.86912,0.87407,0.86333,0.83051,0.81333,0.75685,0.73956,0.68653,0.66,0.64687,0.61667,0.57095,0.53667
Maize,2004,3,0,4,19,17.93,2.1917,0,0.092166,0.17051,0.20175,0.25806,0.34101,0.39631,0.41935,0.41935,0.48848,0.48848,0.5576,0.62673,0.64055,0.66488,0.69124,0.72553,0.74654,0.74654,0.80184,0.80184,0.85253,0.87558,0.87558,0.93548,0.93088,0.97696,0.97445,1,1,1,0.97696,0.97696,0.97696,0.97696,0.97696,0.98618,0.93548,0.90783,0.90783,0.88018,0.87558,0.81106,0.76498,0.7235,0.7235,0.69585,0.67281,0.62212,0.62212,0.56221
Maize,2004,3,0,5,19,24.37,3.2118,0,0.084906,0.17776,0.24528,0.28931,0.36478,0.42453,0.47023,0.53358,0.58941,0.64591,0.6877,0.7295,0.76186,0.80818,0.84906,0.88164,0.91824,0.91824,0.95283,0.97579,0.97799,0.97799,0.99057,0.99057,0.97248,0.95283,0.98217,1,0.98113,0.98679,0.96385,0.94862,0.94654,0.93711,0.92138,0.92138,0.90252,0.85535,0.8522,0.81132,0.81447,0.7966,0.76415,0.71384,0.68239,0.64151,0.60063,0.61635,0.59748,0.60063
Maize,2004,3,0,6,19,33.66,4.2016,0,0.09375,0.15385,0.2524,0.3149,0.38228,0.43465,0.49519,0.5329,0.5649,0.61779,0.65385,0.72837,0.72837,0.80048,0.83654,0.83654,0.8726,0.90865,0.9044,0.90865,0.91587,0.96394,0.94952,0.96394,0.98077,0.98077,0.94952,0.98077,0.98077,1,1,1,0.97596,0.97356,0.97356,0.94712,0.95913,0.91827,0.86779,0.8726,0.82692,0.82692,0.79567,0.79567,0.76046,0.75,0.74279,0.72516,0.74279,0.72837
Maize,2004,3,0,7,19,42.16,5.9196,0,0.063758,0.12752,0.19463,0.26007,0.32168,0.36745,0.4094,0.4547,0.5,0.52349,0.56879,0.61745,0.63758,0.67785,0.7047,0.73993,0.77349,0.79581,0.81879,0.83389,0.8406,0.86242,0.86409,0.86242,0.88054,0.88591,0.88758,0.90604,0.89572,0.90604,0.9245,0.9245,0.93121,0.9547,0.97651,0.99497,1,0.99631,0.97651,0.97148,0.95134,0.93121,0.91319,0.89262,0.89262,0.88591,0.88591,0.86409,0.84396,0.83389
Maize,2004,3,0,10,19,59.6,10.1899,0,0.027384,0.04031,0.089147,0.1405,0.19186,0.24225,0.2936,0.33043,0.31589,0.33043,0.34399,0.35853,0.40213,0.4593,0.5156,0.54554,0.58818,0.64112,0.65988,0.65988,0.69529,0.71705,0.73548,0.77519,0.79021,0.83236,0.8469,0.88733,0.90407,0.9186,0.9186,0.94671,0.96124,0.96124,0.94671,0.95833,0.96124,0.9719,0.98643,0.98643,1,1,0.98643,0.9719,0.9719,0.96756,0.94031,0.9157,0.91453,0.9157
Maize,2004,3,0,11,19,64.46,11.2928,0,0.049953,0.08883,0.13126,0.16974,0.21988,0.25594,0.28144,0.34301,0.39226,0.43887,0.48813,0.55057,0.59982,0.62533,0.66249,0.69492,0.7124,0.74142,0.78595,0.80563,0.8277,0.85224,0.86456,0.87775,0.88918,0.91381,0.92552,0.93755,0.95866,0.97186,0.99736,0.98417,0.97894,0.98769,0.98769,0.98769,0.9876,0.98153,0.96306,0.96306,0.94283,0.94283,0.93481,0.92084,0.90765,0.89534,0.89534,0.89534,0.85585,0.79244
Maize,2004,3,0,12,19,63.59,11.6251,0,0.050088,0.10281,0.16941,0.22496,0.28353,0.33592,0.38907,0.43576,0.49043,0.55009,0.58699,0.62566,0.66432,0.67663,0.72663,0.77764,0.79701,0.82074,0.84534,0.8638,0.87819,0.89016,0.91213,0.92443,0.92882,0.942,0.95518,0.971,0.95782,0.97364,0.98682,0.97979,0.97979,0.98682,0.99209,0.99209,1,0.98682,0.99649,0.99385,0.97979,0.99209,0.97452,0.99385,0.96578,0.97452,0.9735,0.93761,0.86907,0.90685
Maize,2004,3,0,13,19,61.41,12.0422,0,0.048013,0.091887,0.13935,0.19619,0.24379,0.30215,0.35265,0.40066,0.44785,0.47351,0.51771,0.5596,0.58858,0.62003,0.65563,0.69123,0.72765,0.75828,0.77051,0.79801,0.8245,0.83609,0.86032,0.87086,0.89487,0.91805,0.92964,0.93543,0.94702,0.95364,0.94123,0.94123,0.96523,0.97599,0.98758,0.98013,0.96523,0.95364,0.98013,0.99172,1,1,0.98758,0.97197,0.95824,0.94868,0.94868,0.94868,0.94868,0.92964
Maize,2004,3,0,14,19,57.53,11.918,0.0059072,0.048101,0.088608,0.13502,0.17468,0.22246,0.26751,0.31561,0.36086,0.40253,0.43882,0.49891,0.55359,0.58819,0.62287,0.63629,0.66154,0.68692,0.71139,0.74852,0.78197,0.8,0.8182,0.84135,0.87426,0.88861,0.91814,0.92996,0.94768,0.95949,0.97131,0.98312,0.99056,0.98903,0.98397,0.98805,0.99578,1,0.98734,0.98397,0.99578,0.98903,0.99578,0.96709,0.96709,0.94768,0.94796,0.94177,0.92996,0.90464,0.89198
Maize,2004,3,0,15,19,52.23,11.6251,0,0.038228,0.080181,0.12337,0.16247,0.21133,0.25456,0.29713,0.34405,0.38315,0.42398,0.46427,0.50478,0.54237,0.58123,0.61772,0.6445,0.68202,0.71677,0.74457,0.77845,0.81321,0.83517,0.86273,0.88792,0.90921,0.92528,0.93918,0.95222,0.96438,0.97265,0.98871,0.98784,1,1,0.99566,0.99566,0.98262,0.98089,0.98089,0.98089,0.98089,0.96872,0.95743,0.9444,0.9444,0.92528,0.91312,0.88792,0.85056,0.82798
Maize,2004,3,0,16,19,47.12,10.2171,0,0.029557,0.082759,0.11626,0.15764,0.20788,0.26127,0.32611,0.36847,0.39704,0.44433,0.48485,0.51744,0.55271,0.58706,0.62365,0.65696,0.6867,0.72228,0.74738,0.77931,0.80493,0.82182,0.84433,0.86995,0.89655,0.90936,0.93498,0.93596,0.96059,0.96453,0.97833,0.99212,1,0.98719,0.98425,0.97438,0.94778,0.93498,0.93498,0.93399,0.93399,0.9202,0.93399,0.9064,0.89261,0.87882,0.85911,0.83645,0.81273,0.75468
Maize,2004,3,0,17,19,41.06,7.8501,0,0.01877,0.072492,0.10874,0.16209,0.23008,0.28978,0.3301,0.39417,0.43785,0.49566,0.54304,0.56876,0.58964,0.62654,0.65566,0.6835,0.71415,0.73916,0.75858,0.76764,0.80129,0.81489,0.83819,0.84962,0.86667,0.88608,0.90356,0.92233,0.94045,0.95858,0.96764,0.97346,0.99612,0.99094,0.99094,0.99353,0.99094,0.99094,0.98317,0.99223,0.96375,0.96117,0.94239,0.91715,0.89903,0.87961,0.86149,0.82806,0.78212,0.72621
Maize,2004,3,0,18,19,30.06,6.0499,0,0.024524,0.071938,0.11935,0.19456,0.25505,0.31404,0.36459,0.41364,0.46269,0.49539,0.53463,0.56079,0.60329,0.62782,0.66581,0.68177,0.7063,0.72918,0.73245,0.77572,0.7766,0.81163,0.81911,0.84036,0.82401,0.8469,0.86979,0.89025,0.91066,0.91066,0.91066,0.93355,0.91066,0.93355,0.93355,0.93355,0.97663,0.9777,0.97933,0.97675,0.95644,0.94827,0.93028,0.90575,0.88287,0.85508,0.8142,0.75366,0.6785,0.58204
Maize,2004,3,0,19,19,17.96,2.5856,0.027344,0.15509,0.24019,0.33594,0.34375,0.39063,0.44531,0.5,0.5275,0.59766,0.63672,0.69531,0.69531,0.75391,0.76172,0.825,0.86719,0.87109,0.87109,0.89763,0.92578,0.94531,0.94531,0.94531,0.94531,0.94531,0.95703,0.95703,0.95703,0.94531,0.95703,0.98438,0.98438,1,1,1,1,1,1,1,1,1,1,0.94531,0.89844,0.89062,0.83203,0.78275,0.69241,0.61719,0.5625
Maize,2004,5,0,2,15,7.11,1.1565,0.09607,0.13328,0.22707,0.30986,0.42028,0.48908,0.58959,0.63319,0.63319,0.58221,0.60786,0.65852,0.69141,0.76078,0.79609,0.84279,0.86812,0.87336,0.92797,0.93886,0.90393,0.90393,0.90393,0.95633,0.95633,0.99127,0.96562,1,1,0.97331,0.95633,0.9083,0.94323,0.94323,0.9083,0.88825,0.869,0.90393,0.84716,0.84716,0.81223,0.81223,0.79039,0.77493,0.76856,0.68934,0.62683,0.57642,0.55453,0.46238,0.44978
Maize,2004,5,0,3,15,10.5,1.4245,0,0.086872,0.17957,0.28582,0.36198,0.41253,0.44287,0.49394,0.55895,0.58933,0.58933,0.63466,0.67651,0.67651,0.75671,0.76976,0.79507,0.83692,0.79641,0.79507,0.79507,0.82001,0.88225,0.92722,0.91821,0.86761,0.84378,0.85087,0.875,0.85087,0.92745,0.99423,0.95548,0.91364,0.96533,0.946,0.92061,0.92061,0.88225,0.88225,0.87528,0.82346,0.79192,0.78461,0.78461,0.79159,0.76425,0.70509,0.64513,0.57428,0.49518
Maize,2004,5,0,4,15,15.895,1.7465,0.042296,0.16179,0.22792,0.29305,0.35366,0.43885,0.47432,0.51057,0.54683,0.58912,0.65257,0.70891,0.72508,0.76023,0.76459,0.78281,0.85353,0.91913,0.94864,0.93315,0.91541,0.91541,0.97837,0.96375,0.9337,0.98097,0.99055,0.99396,0.98489,0.98792,0.94864,0.99448,0.96433,0.94562,0.95751,0.97559,0.94562,0.91541,0.88218,0.88218,0.86103,0.86103,0.86103,0.82338,0.78324,0.76631,0.73112,0.72059,0.67026,0.61396,0.51057
Maize,2004,5,0,5,15,19.755,2.8148,0.018135,0.12325,0.18968,0.23563,0.29016,0.35022,0.40614,0.47514,0.49509,0.53861,0.57851,0.62022,0.64017,0.66011,0.68188,0.70364,0.72359,0.72359,0.77618,0.81426,0.83058,0.84796,0.86504,0.89065,0.93033,0.92307,0.92307,0.94929,0.94121,0.94352,0.9782,1,0.9811,0.94966,0.94483,0.91805,0.91038,0.87904,0.83602,0.82123,0.81938,0.7653,0.73605,0.70726,0.69094,0.67825,0.63291,0.59882,0.55357,0.53498,0.50415
Maize,2004,5,0,6,15,23.78,3.3077,0.031789,0.10576,0.18922,0.26448,0.3088,0.37843,0.44871,0.50407,0.55352,0.59641,0.62669,0.64031,0.67613,0.71224,0.74173,0.77655,0.81136,0.8454,0.86132,0.89311,0.89311,0.90824,0.93852,0.95668,0.97333,0.98605,1,0.97333,0.98393,0.98393,0.96577,0.96577,0.9657,0.93737,0.90824,0.90958,0.89765,0.87948,0.87948,0.84241,0.81136,0.7932,0.75536,0.70826,0.65896,0.62911,0.6055,0.59036,0.55857,0.52829,0.50862
Maize,2004,5,0,7,15,30.88,3.9289,0.025707,0.1169,0.19776,0.24005,0.2982,0.34961,0.45775,0.50902,0.58626,0.6311,0.66252,0.67609,0.70694,0.73449,0.76343,0.79434,0.81957,0.82262,0.85347,0.85347,0.88175,0.94087,0.94087,0.96915,1,1,1,1,1,1,1,1,1,0.96915,0.96915,0.96717,0.9126,0.9126,0.9047,0.85347,0.84576,0.84319,0.80483,0.76864,0.7238,0.67609,0.64354,0.60154,0.57841,0.55527,0.5347
Maize,2004,5,0,8,15,37.5,4.9187,0.013485,0.10302,0.21207,0.28705,0.35493,0.41411,0.46207,0.51763,0.5778,0.61515,0.66183,0.68465,0.72744,0.74963,0.79253,0.80645,0.83901,0.87241,0.89627,0.92012,0.93622,0.94295,0.95643,0.9668,0.97718,0.97718,0.99066,0.99066,1,0.98651,0.99689,0.9834,0.96992,0.95643,0.95643,0.92946,0.92672,0.89627,0.87241,0.84364,0.809,0.76573,0.74284,0.71029,0.6722,0.63284,0.60623,0.59751,0.611,0.60166,0.5944
Maize,2004,5,0,10,15,50.53,6.1408,0,0.06253,0.12654,0.16054,0.21462,0.25987,0.31993,0.36929,0.41767,0.45888,0.49095,0.53125,0.56497,0.62911,0.6875,0.73355,0.77138,0.79276,0.82648,0.84786,0.86924,0.86924,0.87993,0.90214,0.93997,0.9449,0.96711,0.95701,0.96711,1,0.98849,0.9778,0.9778,0.98849,0.98602,0.96957,0.96957,0.95066,0.94079,0.93092,0.92188,0.8824,0.84704,0.80666,0.76646,0.72533,0.69161,0.65707,0.60537,0.55921,0.54934
Maize,2004,5,0,11,15,50.34,7.351,0.0041181,0.044486,0.07597,0.151,0.20933,0.26487,0.33668,0.38769,0.4184,0.47907,0.53914,0.57653,0.61153,0.63842,0.6836,0.71723,0.73576,0.75498,0.779,0.814,0.83253,0.84146,0.86822,0.88675,0.9046,0.91421,0.93137,0.94029,0.94417,0.95402,0.96294,0.97091,0.96637,0.97049,0.97117,0.9849,0.99332,1,0.98902,0.97049,0.9801,0.96706,0.93225,0.91105,0.87945,0.84116,0.77842,0.73713,0.70419,0.68222,0.63693
Maize,2004,5,0,12,15,43.555,8.3453,0,0.048193,0.1093,0.15882,0.21687,0.28795,0.3325,0.38992,0.44398,0.49096,0.52892,0.55379,0.60663,0.64337,0.68535,0.70964,0.73916,0.75542,0.78255,0.8012,0.81386,0.82169,0.8348,0.85843,0.87831,0.88916,0.89639,0.91988,0.92048,0.93554,0.95181,0.95674,0.95964,0.9753,0.9753,0.98313,0.99277,0.99277,0.99474,0.99277,0.99096,0.94734,0.94398,0.91325,0.8707,0.82238,0.76541,0.70733,0.65967,0.60723,0.56807
Maize,2004,5,0,13,15,37.495,8.5547,0,0.069183,0.11362,0.16089,0.21416,0.27131,0.32365,0.37782,0.42295,0.46104,0.50684,0.55265,0.58715,0.62131,0.65259,0.67638,0.7091,0.72403,0.74777,0.77692,0.79417,0.80904,0.82629,0.837,0.85901,0.87032,0.88697,0.90839,0.91612,0.92742,0.94943,0.97026,0.98051,0.99138,0.99465,1,0.99584,0.99286,0.98275,0.97085,0.95122,0.93456,0.91433,0.88156,0.8483,0.80979,0.76751,0.71262,0.6395,0.56236,0.50684
Maize,2004,5,0,14,15,33.82,7.2013,0.0042283,0.060228,0.097883,0.15245,0.21279,0.27018,0.30766,0.35904,0.39676,0.44542,0.50027,0.53841,0.58018,0.62086,0.65751,0.69397,0.71401,0.7488,0.76815,0.79493,0.82171,0.84003,0.85835,0.87738,0.89429,0.90345,0.93023,0.94856,0.96758,0.95913,0.96806,0.97111,0.97533,0.97945,0.99507,1,0.99154,0.98238,0.96476,0.9556,0.94241,0.92037,0.91121,0.8871,0.8661,0.82392,0.78013,0.71634,0.66758,0.61381,0.5673
Maize,2004,5,0,15,15,25.455,5.1011,0.018775,0.11182,0.20279,0.24205,0.28439,0.36747,0.39931,0.45269,0.50285,0.5341,0.58059,0.60573,0.65415,0.68359,0.7254,0.74209,0.76581,0.78311,0.80731,0.838,0.87917,0.88986,0.89526,0.90909,0.91897,0.94921,0.96021,0.9753,0.9832,0.98587,1,0.99235,0.99009,0.99251,0.98419,0.98419,0.98419,0.98419,0.97233,0.95949,0.93478,0.92292,0.9164,0.88933,0.86378,0.84684,0.81872,0.78774,0.77596,0.69677,0.68577
Maize,2004,5,0,2,16,7.08,1.1211,0.1215,0.17682,0.30168,0.35514,0.41121,0.53271,0.54206,0.63312,0.66355,0.6729,0.74766,0.74766,0.79439,0.79439,0.83178,0.8785,0.8785,0.90654,0.90654,0.92523,0.92523,0.90654,0.93458,0.94393,0.94393,0.94393,0.94393,0.93458,0.93828,0.91621,0.91477,0.92523,0.92523,0.92523,0.92523,0.95,1,1,0.96262,0.94393,0.84112,0.94393,0.85159,0.88667,0.83178,0.83178,0.83178,0.82243,0.72897,0.71963,0.63551
Maize,2004,5,0,3,16,11.7,1.3534,0,0.14286,0.21805,0.30075,0.33029,0.41353,0.45257,0.49624,0.51128,0.57143,0.57895,0.66165,0.66165,0.66165,0.74436,0.7594,0.80451,0.85714,0.8797,0.8797,0.87218,0.87218,0.87218,0.96241,1,1,0.96241,0.90977,0.96241,0.96241,0.96241,0.95474,0.96241,0.96241,0.96397,1,0.98406,0.91729,0.91729,0.91729,0.91729,0.8797,0.8797,0.8797,0.8631,0.83459,0.80451,0.77444,0.75188,0.69925,0.66165
Maize,2004,5,0,4,16,16.05,2.1184,0,0.095238,0.1381,0.20476,0.27143,0.32214,0.3573,0.41429,0.47143,0.48086,0.55238,0.57205,0.61905,0.6709,0.70267,0.7381,0.75714,0.76667,0.79638,0.81252,0.86457,0.84286,0.84286,0.89524,0.89524,0.94762,0.93109,0.94762,0.94762,0.9619,1,1,0.97552,0.99719,0.97143,0.97119,0.94762,0.94762,0.94762,0.89524,0.89524,0.84286,0.83333,0.79048,0.78095,0.72895,0.7165,0.66667,0.60952,0.58095,0.50952
Maize,2004,5,0,5,16,21.7,2.8482,0.034722,0.11344,0.23939,0.32367,0.40625,0.45403,0.48264,0.54944,0.61458,0.65278,0.68472,0.69097,0.75347,0.80556,0.8125,0.85069,0.85069,0.85069,0.88542,0.92014,0.9375,0.9375,0.97222,0.97222,0.9629,0.97222,0.97222,0.97917,0.97222,1,0.97917,0.97222,0.97222,0.96181,0.93403,0.93403,0.93403,0.93403,0.89236,0.88542,0.85069,0.84081,0.77083,0.77083,0.72917,0.70486,0.69097,0.64931,0.60764,0.60764,0.56944
Maize,2004,5,0,6,16,26.38,3.6562,0.029973,0.079019,0.15039,0.27248,0.31608,0.37875,0.41962,0.48229,0.51771,0.55313,0.58659,0.59401,0.62943,0.66485,0.70481,0.73569,0.76839,0.76839,0.80381,0.83924,0.83924,0.87466,0.91281,0.92916,0.91281,0.92916,0.96458,0.96458,0.98638,0.96458,0.98638,0.98638,0.98638,0.9673,0.9346,0.92916,0.90463,0.89646,0.85014,0.82031,0.81199,0.76839,0.73569,0.70027,0.6625,0.63215,0.62943,0.58583,0.55041,0.50409,0.50409
Maize,2004,5,0,7,16,34.34,4.543,0,0.086837,0.17226,0.25334,0.30425,0.37136,0.46507,0.51902,0.54586,0.59508,0.6443,0.66661,0.70694,0.74273,0.77926,0.80537,0.83617,0.87025,0.89262,0.90604,0.91499,0.93512,0.94855,0.97539,0.98881,0.98881,0.98881,1,1,0.9879,0.99508,0.98881,0.94855,0.96197,0.94183,0.89262,0.86577,0.8613,0.83669,0.80313,0.80313,0.77629,0.75839,0.72546,0.69351,0.6689,0.6443,0.59508,0.59508,0.54586,0.52349
Maize,2004,5,0,8,16,39.71,4.9086,0.020576,0.088477,0.16867,0.25053,0.32758,0.39712,0.44856,0.52675,0.58025,0.6214,0.66049,0.69959,0.72979,0.76132,0.77984,0.80041,0.82099,0.84568,0.86008,0.88571,0.90123,0.92387,0.94377,0.96091,0.96091,0.98148,0.98148,0.98148,1,0.98148,1,0.98148,1,1,0.98148,0.98537,1,0.96296,0.96296,0.94033,0.91975,0.90123,0.86008,0.84156,0.79218,0.79218,0.74486,0.74486,0.71399,0.68519,0.66049
Maize,2004,5,0,10,16,46.035,6.3844,0,0.063304,0.10624,0.17414,0.19784,0.26041,0.31872,0.38742,0.42826,0.47668,0.52242,0.55275,0.5991,0.63303,0.67659,0.68538,0.71493,0.74369,0.76286,0.78203,0.81159,0.82117,0.83863,0.85952,0.86111,0.89866,0.91863,0.91943,0.9386,0.94818,0.95777,0.95777,0.94019,0.97774,0.99093,0.98732,0.98812,0.97854,0.98475,0.98812,0.98371,0.97854,0.96017,0.92219,0.89665,0.84513,0.80237,0.74688,0.68674,0.64301,0.58153
Maize,2004,5,0,11,16,44.805,7.3353,0,0.081407,0.14393,0.20075,0.26259,0.33248,0.38011,0.43116,0.4484,0.47131,0.52067,0.57051,0.63492,0.67744,0.7039,0.73469,0.76781,0.79471,0.81196,0.84194,0.8699,0.87197,0.88094,0.89819,0.92164,0.9244,0.93462,0.95592,0.93877,0.94717,0.97451,0.98511,0.98884,0.99408,0.98373,0.98442,0.9996,0.97545,0.98166,1,0.98205,0.96372,0.96028,0.92716,0.87709,0.81927,0.77333,0.70323,0.66689,0.61939,0.56844
Maize,2004,5,0,12,16,42.395,8.0875,0,0.065568,0.10629,0.17115,0.22549,0.28808,0.34604,0.40317,0.47047,0.52031,0.5691,0.61775,0.66977,0.71345,0.73768,0.76329,0.79471,0.80514,0.83137,0.84948,0.87447,0.88196,0.90008,0.91694,0.92506,0.93431,0.95005,0.95005,0.95442,0.97278,0.97143,0.97566,0.9844,0.99252,0.99689,0.99564,0.98503,0.97753,0.97753,0.97378,0.96629,0.95879,0.9513,0.93903,0.91444,0.85698,0.78858,0.73393,0.6621,0.61406,0.5709
Maize,2004,5,0,13,16,38.53,8.5143,0,0.051435,0.087321,0.14389,0.21171,0.27632,0.33516,0.39833,0.44357,0.49522,0.54699,0.58532,0.6256,0.66581,0.70006,0.74163,0.75718,0.78589,0.81032,0.83014,0.84569,0.88014,0.90696,0.92464,0.92257,0.92464,0.939,0.9677,0.98206,0.98206,0.98206,0.98206,0.99522,0.99522,0.99522,0.99115,1,0.98325,0.96531,0.95574,0.95574,0.94139,0.92584,0.90909,0.87679,0.83014,0.79593,0.73923,0.68654,0.62201,0.56459
Maize,2004,5,0,14,16,35.78,8.1709,0,0.048208,0.093637,0.1533,0.20532,0.25958,0.30779,0.35358,0.3909,0.42151,0.46393,0.50185,0.53399,0.55006,0.58344,0.61557,0.64771,0.66378,0.69592,0.72806,0.75278,0.76761,0.78245,0.79852,0.82571,0.84178,0.87392,0.88999,0.90606,0.93449,0.95179,0.97033,0.97033,0.97168,0.97033,0.98764,1,1,1,0.98517,0.97033,0.94423,0.93889,0.911,0.87011,0.82027,0.78527,0.73666,0.66131,0.56984,0.5241
Maize,2004,5,0,15,16,30.85,6.969,0,0.078997,0.11449,0.12626,0.1971,0.22754,0.26522,0.28406,0.32754,0.39321,0.44203,0.47391,0.51304,0.55072,0.57826,0.59565,0.61848,0.64493,0.66769,0.7029,0.72174,0.74058,0.76756,0.7971,0.81594,0.82174,0.84058,0.86087,0.89569,0.91739,0.94783,0.96522,0.96522,0.98261,0.98915,1,0.98261,0.98261,0.98261,0.96522,0.94783,0.91304,0.89565,0.86232,0.82754,0.7942,0.73188,0.66886,0.64783,0.61014,0.56377
Maize,2004,5,0,16,16,21.76,4.4137,0.015801,0.10167,0.1648,0.21896,0.25233,0.329,0.36343,0.41986,0.45598,0.48306,0.53272,0.56207,0.59141,0.62527,0.65462,0.67945,0.70973,0.73814,0.76974,0.77877,0.79909,0.80586,0.82843,0.83295,0.83295,0.88486,0.88486,0.91195,0.93904,0.9571,0.9571,0.9571,0.97494,0.98644,0.98644,0.98644,0.98644,0.98644,0.98644,0.98644,0.9571,0.9571,0.92775,0.89841,0.85326,0.80676,0.79909,0.76974,0.70879,0.66043,0.62076
Maize,2004,11,0,1,16,4.87,1.4144,0.1049,0.32503,0.45038,0.56364,0.66951,0.76143,0.78671,0.81601,0.83608,0.87154,0.91399,0.92657,0.92657,0.92657,0.94392,0.96154,0.96154,0.96154,0.96154,0.98331,1,0.9452,0.92657,0.92657,0.92657,0.90385,0.87119,0.85664,0.85664,0.83196,0.82168,0.82168,0.82168,0.79503,0.78671,0.78671,0.7586,0.72175,0.68632,0.67832,0.64524,0.63986,0.59035,0.56993,0.56993,0.52587,0.5,0.4665,0.46503,0.46503,0.46503
Maize,2004,11,0,2,16,11.22,1.4055,0.070423,0.28732,0.41592,0.49535,0.5669,0.57831,0.64394,0.70014,0.75,0.79225,0.80986,0.8662,0.8738,0.90141,0.94014,0.9331,0.93662,0.94704,0.95775,0.95696,0.97908,0.98507,0.9331,0.9331,0.92254,0.92606,0.92606,0.94352,1,0.95423,0.93662,0.93211,0.92254,0.92254,0.85211,0.8169,0.78169,0.78718,0.77732,0.72183,0.71127,0.66549,0.64437,0.61972,0.57775,0.5269,0.51507,0.48352,0.51408,0.48352,0.44366
Maize,2004,11,0,3,16,19.51,1.9507,0,0.11181,0.17409,0.26979,0.32447,0.35638,0.41021,0.47702,0.53191,0.56383,0.59574,0.65426,0.70745,0.70745,0.7234,0.76596,0.81915,0.81915,0.82638,0.87234,0.88298,0.88298,0.88298,0.88298,0.93085,0.93085,0.94957,0.98404,0.98404,0.98404,1,1,0.98404,0.98404,0.98404,0.98404,0.98404,0.98404,0.98221,0.94149,0.93085,0.87234,0.86702,0.80851,0.80851,0.81915,0.76596,0.70745,0.68498,0.62234,0.60106
Maize,2004,11,0,4,16,27.51,3.1966,0,0.065553,0.096769,0.14515,0.17793,0.22631,0.27984,0.34025,0.398,0.44686,0.52006,0.55527,0.62588,0.65709,0.7008,0.7307,0.75386,0.78508,0.81786,0.8531,0.86593,0.89746,0.9115,0.9115,0.89121,0.90526,0.95521,0.96797,0.96145,0.97237,0.98798,1,0.98798,0.97237,0.95677,0.90136,0.88772,0.88653,0.86218,0.86156,0.84439,0.77884,0.76011,0.73826,0.73826,0.69611,0.67326,0.66958,0.66334,0.69007,0.64305
Maize,2004,11,0,5,16,41.83,4.4541,0,0.067522,0.1208,0.18906,0.27009,0.32411,0.42056,0.50867,0.55593,0.64173,0.71573,0.76747,0.82377,0.86194,0.89804,0.89804,0.9228,0.94756,0.97232,0.97232,0.97232,0.96624,0.97007,0.97823,0.97448,1,0.99257,0.97007,0.99257,0.97232,0.97232,0.92505,0.92505,0.92396,0.90029,0.86878,0.86878,0.84853,0.82377,0.82165,0.763,0.70898,0.69323,0.70898,0.72474,0.70898,0.69773,0.67297,0.67297,0.69773,0.68647
Maize,2004,11,0,6,16,57.48,5.9164,0,0.064778,0.12457,0.20375,0.28328,0.35836,0.44341,0.50356,0.57338,0.60966,0.6628,0.70137,0.75256,0.76962,0.82423,0.8413,0.88908,0.8959,0.92662,0.94539,0.97782,0.97304,0.98123,1,0.98294,0.97782,0.9886,0.98294,0.98294,0.9542,0.95392,0.93686,0.92321,0.94198,0.92321,0.90444,0.91292,0.8942,0.87713,0.87713,0.86007,0.8413,0.83276,0.85154,0.85154,0.85154,0.86007,0.86881,0.86007,0.85154,0.80546
Maize,2004,11,0,7,16,70.34,7.4713,0,0.071525,0.12551,0.19271,0.2726,0.33478,0.3976,0.45749,0.50976,0.5722,0.63422,0.67677,0.73279,0.76248,0.80432,0.83131,0.85965,0.88259,0.88259,0.89744,0.91498,0.93252,0.94332,0.94332,0.94332,0.94602,0.95951,0.98516,0.98516,0.98516,0.97166,0.98516,0.98516,1,0.9865,0.97935,0.97031,0.95547,0.95547,0.94602,0.95682,0.92713,0.91237,0.90148,0.87719,0.83806,0.8529,0.8583,0.8448,0.81646,0.72065
Maize,2004,11,0,8,16,80.84,8.3123,0,0.063183,0.12515,0.19311,0.25759,0.32199,0.38581,0.45043,0.50887,0.55529,0.61385,0.66707,0.70377,0.7497,0.78736,0.82689,0.86148,0.89915,0.92345,0.92345,0.94289,0.95626,0.97327,0.98542,0.98663,0.99757,1,1,0.98785,0.98785,0.98542,0.98542,0.97303,0.97327,0.96355,0.96112,0.96112,0.93682,0.96112,0.95626,0.95626,0.95626,0.98299,0.98542,0.97337,0.95626,0.94289,0.92953,0.88943,0.86391,0.79951
